Year,Rank,Country,Region,Happiness Score,GDP per Capita,Social Support,Healthy Life Expectancy,Freedom,Generosity,Corruption Perception
2016,127,Congo (Brazzaville),Sub-Saharan Africa,4.236,0.771,0.478,0.282,0.379,0.121,0.098
2016,128,Senegal,Sub-Saharan Africa,4.219,0.443,0.774,0.405,0.311,0.191,0.117
2016,129,Bulgaria,Central and Eastern Europe,4.217,1.113,0.925,0.678,0.212,0.128,0.006
2016,130,Mauritania,Sub-Saharan Africa,4.201,0.614,0.841,0.286,0.127,0.227,0.180
2016,131,Zimbabwe,Sub-Saharan Africa,4.193,0.350,0.715,0.160,0.254,0.185,0.086
2016,132,Malawi,Sub-Saharan Africa,4.156,0.087,0.147,0.294,0.414,0.310,0.076
2016,133,Sudan,Sub-Saharan Africa,4.139,0.631,0.819,0.298,0.000,0.181,0.100
2016,134,Gabon,Sub-Saharan Africa,4.121,1.159,0.724,0.349,0.281,0.062,0.093
2016,135,Mali,Sub-Saharan Africa,4.073,0.313,0.863,0.163,0.275,0.211,0.136
2016,136,Haiti,Latin America and Caribbean,4.028,0.341,0.296,0.275,0.121,0.480,0.145
2016,137,Botswana,Sub-Saharan Africa,3.974,1.094,0.892,0.348,0.441,0.124,0.108
2016,138,Comoros,Sub-Saharan Africa,3.956,0.275,0.603,0.300,0.154,0.183,0.184
2016,139,Ivory Coast,Sub-Saharan Africa,3.916,0.555,0.576,0.045,0.407,0.203,0.155
2016,140,Cambodia,Southeastern Asia,3.907,0.556,0.538,0.425,0.589,0.403,0.081
2016,141,Angola,Sub-Saharan Africa,3.866,0.847,0.664,0.050,0.006,0.121,0.084
2016,142,Niger,Sub-Saharan Africa,3.856,0.133,0.605,0.262,0.380,0.210,0.172
2016,143,South Sudan,Sub-Saharan Africa,3.832,0.394,0.185,0.158,0.197,0.259,0.130
2016,144,Chad,Sub-Saharan Africa,3.763,0.422,0.632,0.038,0.128,0.187,0.050
2016,145,Burkina Faso,Sub-Saharan Africa,3.739,0.320,0.631,0.213,0.334,0.244,0.125
2016,145,Uganda,Sub-Saharan Africa,3.739,0.347,0.910,0.196,0.437,0.271,0.064
2016,147,Yemen,Middle East and Northern Africa,3.724,0.579,0.475,0.310,0.229,0.098,0.059
2016,148,Madagascar,Sub-Saharan Africa,3.695,0.280,0.461,0.371,0.137,0.220,0.075
2016,149,Tanzania,Sub-Saharan Africa,3.666,0.472,0.776,0.357,0.318,0.315,0.051
2016,150,Liberia,Sub-Saharan Africa,3.622,0.107,0.504,0.232,0.257,0.241,0.049
2016,151,Guinea,Sub-Saharan Africa,3.607,0.224,0.311,0.188,0.310,0.299,0.119
2016,152,Rwanda,Sub-Saharan Africa,3.515,0.328,0.616,0.319,0.543,0.236,0.505
2016,153,Benin,Sub-Saharan Africa,3.484,0.395,0.104,0.210,0.397,0.202,0.067
2016,154,Afghanistan,Southern Asia,3.360,0.382,0.110,0.173,0.164,0.313,0.071
2016,155,Togo,Sub-Saharan Africa,3.303,0.281,0.000,0.248,0.347,0.175,0.116
2016,156,Syria,Middle East and Northern Africa,3.069,0.747,0.149,0.630,0.069,0.484,0.172
2016,157,Burundi,Sub-Saharan Africa,2.905,0.068,0.234,0.157,0.043,0.203,0.094
2017,1,Norway,Western Europe,7.537,1.616,1.534,0.797,0.635,0.362,0.316
2017,2,Denmark,Western Europe,7.522,1.482,1.551,0.793,0.626,0.355,0.401
2017,3,Iceland,Western Europe,7.504,1.481,1.611,0.834,0.627,0.476,0.154
2017,4,Switzerland,Western Europe,7.494,1.565,1.517,0.858,0.620,0.291,0.367
2017,5,Finland,Western Europe,7.469,1.444,1.540,0.809,0.618,0.245,0.383
2017,6,Netherlands,Western Europe,7.377,1.504,1.429,0.811,0.585,0.470,0.283
2017,7,Canada,North America,7.316,1.479,1.481,0.835,0.611,0.436,0.287
2017,8,New Zealand,Australia and New Zealand,7.314,1.406,1.548,0.817,0.614,0.500,0.383
2017,9,Sweden,Western Europe,7.284,1.494,1.478,0.831,0.613,0.385,0.384
2017,10,Australia,Australia and New Zealand,7.284,1.484,1.510,0.844,0.602,0.478,0.301
2017,11,Israel,Middle East and Northern Africa,7.213,1.375,1.376,0.838,0.406,0.330,0.085
2017,12,Costa Rica,Latin America and Caribbean,7.079,1.110,1.416,0.760,0.580,0.215,0.100
2017,13,Austria,Western Europe,7.006,1.487,1.460,0.815,0.568,0.316,0.221
2017,14,United States,North America,6.993,1.546,1.420,0.774,0.506,0.393,0.136
2017,15,Ireland,Western Europe,6.977,1.536,1.558,0.810,0.573,0.428,0.298
2017,16,Germany,Western Europe,6.951,1.488,1.473,0.799,0.563,0.336,0.277
2017,17,Belgium,Western Europe,6.891,1.464,1.462,0.818,0.540,0.232,0.251
2017,18,Luxembourg,Western Europe,6.863,1.742,1.458,0.845,0.597,0.283,0.319
2017,19,United Kingdom,Western Europe,6.714,1.442,1.496,0.805,0.508,0.493,0.265
2017,20,Chile,Latin America and Caribbean,6.652,1.253,1.284,0.819,0.377,0.327,0.082
2017,21,United Arab Emirates,Middle East and Northern Africa,6.648,1.626,1.266,0.727,0.608,0.361,0.324
2017,22,Brazil,Latin America and Caribbean,6.635,1.107,1.431,0.617,0.437,0.162,0.111
2017,23,Czech Republic,Central and Eastern Europe,6.609,1.353,1.434,0.754,0.491,0.088,0.037
2017,24,Argentina,Latin America and Caribbean,6.599,1.185,1.440,0.695,0.495,0.109,0.060
2017,25,Mexico,Latin America and Caribbean,6.578,1.153,1.211,0.710,0.413,0.121,0.133
2017,26,Singapore,Southeastern Asia,6.572,1.692,1.354,0.949,0.550,0.346,0.464
2017,27,Malta,Western Europe,6.527,1.343,1.488,0.822,0.589,0.575,0.153
2017,28,Uruguay,Latin America and Caribbean,6.454,1.218,1.412,0.719,0.579,0.175,0.178
2017,29,Guatemala,Latin America and Caribbean,6.454,0.872,1.256,0.540,0.531,0.283,0.077
2017,30,Panama,Latin America and Caribbean,6.452,1.234,1.373,0.706,0.550,0.211,0.071
2017,31,France,Western Europe,6.442,1.431,1.388,0.844,0.470,0.130,0.173
2017,32,Thailand,Southeastern Asia,6.424,1.128,1.426,0.647,0.580,0.572,0.032
2017,33,Taiwan Province of China,Unknown,6.422,1.434,1.385,0.794,0.361,0.258,0.064
2017,34,Spain,Western Europe,6.403,1.384,1.532,0.889,0.409,0.190,0.071
2017,35,Qatar,Middle East and Northern Africa,6.375,1.871,1.274,0.710,0.604,0.330,0.439
2017,36,Colombia,Latin America and Caribbean,6.357,1.071,1.402,0.595,0.477,0.149,0.047
2017,37,Saudi Arabia,Middle East and Northern Africa,6.344,1.531,1.287,0.590,0.450,0.148,0.273
2017,38,Trinidad and Tobago,Latin America and Caribbean,6.168,1.361,1.380,0.520,0.519,0.325,0.009
2017,39,Kuwait,Middle East and Northern Africa,6.105,1.633,1.260,0.632,0.496,0.228,0.215
2017,40,Slovakia,Central and Eastern Europe,6.098,1.325,1.505,0.713,0.296,0.137,0.024
2017,41,Bahrain,Middle East and Northern Africa,6.087,1.488,1.323,0.653,0.537,0.173,0.257
2017,42,Malaysia,Southeastern Asia,6.084,1.291,1.285,0.619,0.402,0.417,0.066
2017,43,Nicaragua,Latin America and Caribbean,6.071,0.737,1.287,0.653,0.448,0.302,0.131
2017,44,Ecuador,Latin America and Caribbean,6.008,1.001,1.286,0.686,0.455,0.150,0.140
2017,45,El Salvador,Latin America and Caribbean,6.003,0.910,1.182,0.596,0.432,0.078,0.090
2017,46,Poland,Central and Eastern Europe,5.973,1.292,1.446,0.699,0.520,0.158,0.059
2017,47,Uzbekistan,Central and Eastern Europe,5.971,0.786,1.549,0.498,0.658,0.416,0.247
2017,48,Italy,Western Europe,5.964,1.395,1.445,0.853,0.256,0.173,0.028
2017,49,Russia,Central and Eastern Europe,5.963,1.282,1.469,0.547,0.374,0.052,0.033
2017,50,Belize,Latin America and Caribbean,5.956,0.908,1.081,0.450,0.548,0.240,0.097
2017,51,Japan,Eastern Asia,5.920,1.417,1.436,0.913,0.506,0.121,0.164
2017,52,Lithuania,Central and Eastern Europe,5.902,1.315,1.474,0.629,0.234,0.010,0.012
2017,53,Algeria,Middle East and Northern Africa,5.872,1.092,1.146,0.618,0.233,0.069,0.146
2017,54,Latvia,Central and Eastern Europe,5.850,1.261,1.405,0.639,0.326,0.153,0.074
2017,55,South Korea,Eastern Asia,5.838,1.402,1.128,0.900,0.258,0.207,0.063
2017,56,Moldova,Central and Eastern Europe,5.838,0.729,1.252,0.589,0.241,0.209,0.010
2017,57,Romania,Central and Eastern Europe,5.825,1.218,1.150,0.685,0.457,0.134,0.004
2017,58,Bolivia,Latin America and Caribbean,5.823,0.834,1.228,0.474,0.559,0.226,0.060
2017,59,Turkmenistan,Central and Eastern Europe,5.822,1.131,1.493,0.438,0.418,0.250,0.259
2017,60,Kazakhstan,Central and Eastern Europe,5.819,1.285,1.384,0.606,0.437,0.202,0.119
2017,61,North Cyprus,Western Europe,5.810,1.347,1.186,0.835,0.471,0.267,0.155
2017,62,Slovenia,Central and Eastern Europe,5.758,1.341,1.453,0.791,0.573,0.243,0.045
2017,63,Peru,Latin America and Caribbean,5.715,1.035,1.219,0.630,0.450,0.127,0.047
2017,64,Mauritius,Sub-Saharan Africa,5.629,1.189,1.210,0.638,0.491,0.361,0.042
2017,65,Cyprus,Western Europe,5.621,1.356,1.131,0.845,0.355,0.271,0.041
2017,66,Estonia,Central and Eastern Europe,5.611,1.321,1.477,0.695,0.479,0.099,0.183
2017,67,Belarus,Central and Eastern Europe,5.569,1.157,1.445,0.638,0.295,0.155,0.156
2017,68,Libya,Middle East and Northern Africa,5.525,1.102,1.358,0.520,0.466,0.152,0.093
2017,69,Turkey,Middle East and Northern Africa,5.500,1.198,1.338,0.638,0.301,0.047,0.100
2017,70,Paraguay,Latin America and Caribbean,5.493,0.933,1.507,0.579,0.474,0.224,0.091
2017,71,"Hong Kong S.A.R., China",Unknown,5.472,1.552,1.263,0.943,0.491,0.374,0.294
2017,72,Philippines,Southeastern Asia,5.430,0.858,1.254,0.468,0.585,0.194,0.099
2017,73,Serbia,Central and Eastern Europe,5.395,1.069,1.258,0.651,0.209,0.220,0.041
2017,74,Jordan,Middle East and Northern Africa,5.336,0.991,1.239,0.605,0.418,0.172,0.120
2017,75,Hungary,Central and Eastern Europe,5.324,1.286,1.343,0.688,0.176,0.078,0.037
2017,76,Jamaica,Latin America and Caribbean,5.311,0.926,1.368,0.641,0.474,0.234,0.055
2017,77,Croatia,Central and Eastern Europe,5.293,1.223,0.968,0.701,0.256,0.248,0.043
2017,78,Kosovo,Central and Eastern Europe,5.279,0.951,1.138,0.541,0.260,0.320,0.057
2017,79,China,Eastern Asia,5.273,1.081,1.161,0.741,0.473,0.029,0.023
2017,80,Pakistan,Southern Asia,5.269,0.727,0.673,0.402,0.235,0.315,0.124
2017,81,Indonesia,Southeastern Asia,5.262,0.996,1.274,0.492,0.443,0.612,0.015
2017,82,Venezuela,Latin America and Caribbean,5.250,1.128,1.431,0.617,0.154,0.065,0.064
2017,83,Montenegro,Central and Eastern Europe,5.237,1.121,1.238,0.667,0.195,0.198,0.088
2017,84,Morocco,Middle East and Northern Africa,5.235,0.878,0.775,0.598,0.408,0.032,0.088
2017,85,Azerbaijan,Central and Eastern Europe,5.234,1.154,1.152,0.541,0.398,0.045,0.181
2017,86,Dominican Republic,Latin America and Caribbean,5.230,1.079,1.402,0.575,0.553,0.187,0.114
2017,87,Greece,Western Europe,5.227,1.289,1.239,0.810,0.096,0.000,0.043
2017,88,Lebanon,Middle East and Northern Africa,5.225,1.075,1.130,0.735,0.289,0.264,0.038
2017,89,Portugal,Western Europe,5.195,1.315,1.367,0.796,0.498,0.095,0.016
2017,90,Bosnia and Herzegovina,Central and Eastern Europe,5.182,0.982,1.069,0.705,0.204,0.329,0.000
2017,91,Honduras,Latin America and Caribbean,5.181,0.731,1.144,0.583,0.348,0.236,0.073
2017,92,Macedonia,Central and Eastern Europe,5.175,1.065,1.208,0.645,0.326,0.254,0.060
2017,93,Somalia,Sub-Saharan Africa,5.151,0.023,0.721,0.114,0.602,0.292,0.282
2017,94,Vietnam,Southeastern Asia,5.074,0.789,1.277,0.652,0.571,0.235,0.088
2017,95,Nigeria,Sub-Saharan Africa,5.074,0.784,1.216,0.057,0.395,0.231,0.026
2017,96,Tajikistan,Central and Eastern Europe,5.041,0.525,1.271,0.529,0.472,0.249,0.146
2017,97,Bhutan,Southern Asia,5.011,0.885,1.340,0.496,0.502,0.474,0.173
2017,98,Kyrgyzstan,Central and Eastern Europe,5.004,0.596,1.394,0.553,0.455,0.429,0.039
2017,99,Nepal,Southern Asia,4.962,0.480,1.179,0.504,0.440,0.394,0.073
2017,100,Mongolia,Eastern Asia,4.955,1.027,1.493,0.558,0.394,0.338,0.033
2017,101,South Africa,Sub-Saharan Africa,4.829,1.055,1.385,0.187,0.479,0.139,0.073
2017,102,Tunisia,Middle East and Northern Africa,4.805,1.007,0.868,0.613,0.290,0.050,0.087
2017,103,Palestinian Territories,Middle East and Northern Africa,4.775,0.716,1.156,0.566,0.255,0.114,0.089
2017,104,Egypt,Middle East and Northern Africa,4.735,0.990,0.997,0.520,0.282,0.129,0.114
2017,105,Bulgaria,Central and Eastern Europe,4.714,1.161,1.434,0.708,0.289,0.113,0.011
2017,106,Sierra Leone,Sub-Saharan Africa,4.709,0.368,0.984,0.006,0.319,0.293,0.071
2017,107,Cameroon,Sub-Saharan Africa,4.695,0.564,0.946,0.133,0.430,0.236,0.051
2017,108,Iran,Middle East and Northern Africa,4.692,1.157,0.712,0.639,0.249,0.387,0.049
2017,109,Albania,Central and Eastern Europe,4.644,0.996,0.804,0.731,0.381,0.201,0.040
2017,110,Bangladesh,Southern Asia,4.608,0.587,0.735,0.533,0.478,0.172,0.124
2017,111,Namibia,Sub-Saharan Africa,4.574,0.964,1.098,0.339,0.520,0.077,0.093
2017,112,Kenya,Sub-Saharan Africa,4.553,0.560,1.068,0.310,0.453,0.445,0.065
2017,113,Mozambique,Sub-Saharan Africa,4.550,0.234,0.871,0.107,0.481,0.322,0.179
2017,114,Myanmar,Southeastern Asia,4.545,0.367,1.123,0.398,0.514,0.838,0.189
2017,115,Senegal,Sub-Saharan Africa,4.535,0.479,1.180,0.409,0.378,0.183,0.115
2017,116,Zambia,Sub-Saharan Africa,4.514,0.636,1.003,0.258,0.462,0.250,0.078
2017,117,Iraq,Middle East and Northern Africa,4.497,1.103,0.979,0.501,0.289,0.200,0.107
2017,118,Gabon,Sub-Saharan Africa,4.465,1.198,1.156,0.357,0.312,0.044,0.076
2017,119,Ethiopia,Sub-Saharan Africa,4.460,0.339,0.865,0.353,0.409,0.313,0.165
2017,120,Sri Lanka,Southern Asia,4.440,1.010,1.260,0.625,0.561,0.491,0.074
2017,121,Armenia,Central and Eastern Europe,4.376,0.901,1.007,0.638,0.198,0.083,0.027
2017,122,India,Southern Asia,4.315,0.792,0.754,0.455,0.470,0.232,0.092
2017,123,Mauritania,Sub-Saharan Africa,4.292,0.648,1.272,0.285,0.096,0.202,0.137
2017,124,Congo (Brazzaville),Sub-Saharan Africa,4.291,0.809,0.832,0.290,0.435,0.121,0.080
2017,125,Georgia,Central and Eastern Europe,4.286,0.951,0.571,0.650,0.309,0.054,0.252
2017,126,Congo (Kinshasa),Sub-Saharan Africa,4.280,0.092,1.229,0.191,0.236,0.246,0.060
2017,127,Mali,Sub-Saharan Africa,4.190,0.476,1.281,0.169,0.307,0.183,0.105
2017,128,Ivory Coast,Sub-Saharan Africa,4.180,0.603,0.905,0.049,0.448,0.201,0.130
2017,129,Cambodia,Southeastern Asia,4.168,0.602,1.006,0.430,0.633,0.386,0.068
2017,130,Sudan,Sub-Saharan Africa,4.139,0.660,1.214,0.291,0.015,0.182,0.090
2017,131,Ghana,Sub-Saharan Africa,4.120,0.667,0.874,0.296,0.423,0.257,0.025
2017,132,Ukraine,Central and Eastern Europe,4.096,0.895,1.395,0.576,0.123,0.270,0.023
2017,133,Uganda,Sub-Saharan Africa,4.081,0.381,1.130,0.218,0.443,0.326,0.057
2017,134,Burkina Faso,Sub-Saharan Africa,4.032,0.350,1.043,0.216,0.324,0.251,0.120
2017,135,Niger,Sub-Saharan Africa,4.028,0.162,0.993,0.269,0.364,0.229,0.139
2017,136,Malawi,Sub-Saharan Africa,3.970,0.233,0.513,0.315,0.467,0.287,0.073
2017,137,Chad,Sub-Saharan Africa,3.936,0.438,0.954,0.041,0.162,0.216,0.054
2017,138,Zimbabwe,Sub-Saharan Africa,3.875,0.376,1.083,0.197,0.336,0.189,0.095
2017,139,Lesotho,Sub-Saharan Africa,3.808,0.521,1.190,0.000,0.391,0.157,0.119
2017,140,Angola,Sub-Saharan Africa,3.795,0.858,1.104,0.050,0.000,0.098,0.070
2017,141,Afghanistan,Southern Asia,3.794,0.401,0.582,0.181,0.106,0.312,0.061
2017,142,Botswana,Sub-Saharan Africa,3.766,1.122,1.222,0.342,0.505,0.099,0.099
2017,143,Benin,Sub-Saharan Africa,3.657,0.431,0.435,0.210,0.426,0.208,0.061
2017,144,Madagascar,Sub-Saharan Africa,3.644,0.306,0.913,0.375,0.189,0.209,0.067
2017,145,Haiti,Latin America and Caribbean,3.603,0.369,0.640,0.277,0.030,0.489,0.100
2017,146,Yemen,Middle East and Northern Africa,3.593,0.592,0.935,0.310,0.249,0.104,0.057
2017,147,South Sudan,Sub-Saharan Africa,3.591,0.397,0.601,0.163,0.147,0.286,0.117
2017,148,Liberia,Sub-Saharan Africa,3.533,0.119,0.872,0.230,0.333,0.267,0.039
2017,149,Guinea,Sub-Saharan Africa,3.507,0.245,0.791,0.194,0.349,0.265,0.111
2017,150,Togo,Sub-Saharan Africa,3.495,0.305,0.432,0.247,0.380,0.197,0.096
2017,151,Rwanda,Sub-Saharan Africa,3.471,0.369,0.946,0.326,0.582,0.253,0.455
2017,152,Syria,Middle East and Northern Africa,3.462,0.777,0.396,0.501,0.082,0.494,0.151
2017,153,Tanzania,Sub-Saharan Africa,3.349,0.511,1.042,0.365,0.390,0.354,0.066
2017,154,Burundi,Sub-Saharan Africa,2.905,0.092,0.630,0.152,0.060,0.204,0.084
2017,155,Central African Republic,Sub-Saharan Africa,2.693,0.000,0.000,0.019,0.271,0.281,0.057
2018,1,Finland,Western Europe,7.632,1.305,1.592,0.874,0.681,0.202,0.393
2018,2,Norway,Western Europe,7.594,1.456,1.582,0.861,0.686,0.286,0.340
2018,3,Denmark,Western Europe,7.555,1.351,1.590,0.868,0.683,0.284,0.408
2018,4,Iceland,Western Europe,7.495,1.343,1.644,0.914,0.677,0.353,0.138
2018,5,Switzerland,Western Europe,7.487,1.420,1.549,0.927,0.660,0.256,0.357
2018,6,Netherlands,Western Europe,7.441,1.361,1.488,0.878,0.638,0.333,0.295
2018,7,Canada,North America,7.328,1.330,1.532,0.896,0.653,0.321,0.291
2018,8,New Zealand,Australia and New Zealand,7.324,1.268,1.601,0.876,0.669,0.365,0.389
2018,9,Sweden,Western Europe,7.314,1.355,1.501,0.913,0.659,0.285,0.383
2018,10,Australia,Australia and New Zealand,7.272,1.340,1.573,0.910,0.647,0.361,0.302
2018,11,United Kingdom,Western Europe,7.190,1.244,1.433,0.888,0.464,0.262,0.082
2018,12,Austria,Western Europe,7.139,1.341,1.504,0.891,0.617,0.242,0.224
2018,13,Costa Rica,Latin America and Caribbean,7.072,1.010,1.459,0.817,0.632,0.143,0.101
2018,14,Ireland,Western Europe,6.977,1.448,1.583,0.876,0.614,0.307,0.306
2018,15,Germany,Western Europe,6.965,1.340,1.474,0.861,0.586,0.273,0.280
2018,16,Belgium,Western Europe,6.927,1.324,1.483,0.894,0.583,0.188,0.240
2018,17,Luxembourg,Western Europe,6.910,1.576,1.520,0.896,0.632,0.196,0.321
2018,18,United States,North America,6.886,1.398,1.471,0.819,0.547,0.291,0.133
2018,19,Israel,Middle East and Northern Africa,6.814,1.301,1.559,0.883,0.533,0.354,0.272
2018,20,United Arab Emirates,Middle East and Northern Africa,6.774,2.096,0.776,0.670,0.284,0.186,
2018,21,Czech Republic,Central and Eastern Europe,6.711,1.233,1.489,0.854,0.543,0.064,0.034
2018,22,Malta,Western Europe,6.627,1.270,1.525,0.884,0.645,0.376,0.142
2018,23,France,Western Europe,6.489,1.293,1.466,0.908,0.520,0.098,0.176
2018,24,Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.069,0.095
2018,25,Chile,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.197,0.061
2018,26,Taiwan,Eastern Asia,6.441,1.365,1.436,0.857,0.418,0.151,0.078
2018,27,Panama,Latin America and Caribbean,6.430,1.112,1.438,0.759,0.597,0.125,0.063
2018,28,Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.110,0.088
2018,29,Argentina,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.570,0.062,0.054
2018,30,Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.179,0.071
2018,31,Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.771,0.625,0.130,0.155
2018,32,Qatar,Middle East and Northern Africa,6.374,1.649,1.303,0.748,0.654,0.256,0.171
2018,33,Saudi Arabia,Middle East and Northern Africa,6.371,1.379,1.331,0.633,0.509,0.098,0.127
2018,34,Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.261,0.457
2018,35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.311,0.059
2018,36,Spain,Western Europe,6.310,1.251,1.538,0.965,0.449,0.142,0.074
2018,37,Colombia,Latin America and Caribbean,6.260,0.960,1.439,0.635,0.531,0.099,0.039
2018,38,Trinidad & Tobago,Unknown,6.192,1.223,1.492,0.564,0.575,0.171,0.019
2018,39,Slovakia,Central and Eastern Europe,6.173,1.210,1.537,0.776,0.354,0.118,0.014
2018,40,El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.065,0.082
2018,41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.700,0.527,0.208,0.128
2018,42,Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.108,0.064
2018,43,Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.243,0.123
2018,44,Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.328,0.259
2018,45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.167,0.106
2018,46,Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.364,0.029
2018,47,Italy,Western Europe,6.000,1.264,1.501,0.946,0.281,0.137,0.028
2018,48,Ecuador,Latin America and Caribbean,5.973,0.889,1.330,0.736,0.556,0.114,0.120
2018,49,Belize,Latin America and Caribbean,5.956,0.807,1.101,0.474,0.593,0.183,0.089
2018,50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.350,0.026,0.006
2018,51,Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.160,0.051
2018,52,Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.088,0.001
2018,53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.092,0.066
2018,54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.079,0.150
2018,55,Mauritius,Sub-Saharan Africa,5.891,1.090,1.387,0.684,0.584,0.245,0.050
2018,56,Jamaica,Latin America and Caribbean,5.890,0.819,1.493,0.693,0.575,0.096,0.031
2018,57,South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.175,0.051
2018,58,Northern Cyprus,Unknown,5.835,1.229,1.211,0.909,0.495,0.179,0.154
2018,59,Russia,Central and Eastern Europe,5.810,1.151,1.479,0.599,0.399,0.065,0.025
2018,60,Kazakhstan,Central and Eastern Europe,5.790,1.143,1.516,0.631,0.454,0.148,0.121
2018,61,Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.202,0.035
2018,62,Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.141,0.054
2018,63,Estonia,Central and Eastern Europe,5.739,1.200,1.532,0.737,0.553,0.086,0.174
2018,64,Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.162,0.074
2018,65,Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.530,0.092,0.034
2018,66,Kosovo,Central and Eastern Europe,5.662,0.855,1.230,0.578,0.448,0.274,0.023
2018,67,Moldova,Central and Eastern Europe,5.640,0.657,1.301,0.620,0.232,0.171,0.000
2018,68,Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.199,0.037
2018,69,Hungary,Central and Eastern Europe,5.620,1.171,1.401,0.732,0.259,0.061,0.022
2018,70,Libya,Middle East and Northern Africa,5.566,0.985,1.350,0.553,0.496,0.116,0.148
2018,71,Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.120,0.105
2018,72,Honduras,Latin America and Caribbean,5.504,0.620,1.205,0.622,0.459,0.197,0.074
2018,73,Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.700,0.307,0.101,0.154
2018,74,Turkey,Middle East and Northern Africa,5.483,1.148,1.380,0.686,0.324,0.106,0.109
2018,75,Pakistan,Southern Asia,5.472,0.652,0.810,0.424,0.334,0.216,0.113
2018,76,Hong Kong,Eastern Asia,5.430,1.405,1.290,1.030,0.524,0.246,0.291
2018,77,Portugal,Western Europe,5.410,1.188,1.429,0.884,0.562,0.055,0.017
2018,78,Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.134,0.043
2018,79,Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.000,0.044
2018,80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.214,0.136
2018,81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.111,0.081
2018,82,Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.380,0.120,0.039
2018,83,Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.120,0.106
2018,84,Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.055,0.135
2018,85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.460,0.026,0.074
2018,86,China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.029,0.103
2018,87,Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.430,0.031,0.176
2018,88,Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.187,0.034
2018,89,Macedonia,Central and Eastern Europe,5.185,0.959,1.239,0.691,0.394,0.173,0.052
2018,90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.130,0.134
2018,91,Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.201,0.032
2018,92,Kyrgyzstan,Central and Eastern Europe,5.131,0.530,1.416,0.594,0.540,0.281,0.035
2018,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.280,0.216,0.000
2018,94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.253,0.032
2018,95,Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.177,0.079
2018,96,Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.484,0.018
2018,97,Bhutan,Southern Asia,5.082,0.796,1.335,0.527,0.541,0.364,0.171
2018,98,Somalia,Sub-Saharan Africa,4.982,0.000,0.712,0.115,0.674,0.238,0.282
2018,99,Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.183,0.043
